,Temperature_Comedor_Sensor,5:Weather_Temperature,6:CO2_Comedor_Sensor,7:CO2_Habitacion_Sensor,8:Humedad_Comedor_Sensor,9:Humedad_Habitacion_Sensor,10:Lighting_Comedor_Sensor,11:Lighting_Habitacion_Sensor,13:Meteo_Exterior_Crepusculo,15:Meteo_Exterior_Sol_Oest,16:Meteo_Exterior_Sol_Est,17:Meteo_Exterior_Sol_Sud,22:Temperature_Exterior_Sensor,24:Day_Of_Week,Temperature_Habitacion_Sensor
731,12.09,9.46667,202.059,202.72,43.3173,59.0987,11.6867,12.94,0.738,0.0,0.0,0.0,10.894,3.0,11.9067
732,12.1033,9.0,202.592,203.317,44.1493,60.1867,11.6867,13.72,0.694,0.0,0.0,0.0,10.9167,3.0,11.94
733,12.1233,9.0,202.752,203.787,45.824,61.2853,11.5073,13.7853,0.694,0.0,0.0,0.0,10.9133,3.0,11.9267
734,12.1333,9.0,202.827,204.235,45.3813,61.056,11.6053,13.916,0.65,0.0,0.0,0.0,10.8627,3.0,11.92
735,12.1167,9.0,202.88,204.117,46.4533,60.736,11.6867,13.2,0.826,0.0,0.0,0.0,10.7767,3.0,11.9033
736,12.0933,9.0,202.88,203.787,46.872,60.68,11.6053,13.948,0.958,0.0,0.0,0.0,10.7933,3.0,11.89
737,12.09,8.8,202.816,203.915,46.8853,60.4293,11.6053,13.5907,0.87,0.0,0.0,0.0,10.844,3.0,11.8767
738,12.08,8.0,203.445,204.469,48.3333,60.992,11.524,13.688,0.826,0.0,0.0,0.0,10.9053,3.0,11.89
739,12.08,8.0,202.944,204.875,48.4933,60.8053,11.6867,13.8507,0.826,0.0,0.0,0.0,10.93,3.0,11.8487
740,12.0833,8.0,203.232,205.035,49.8027,61.0747,11.426,13.3467,0.738,0.0,0.0,0.0,10.9633,3.0,11.838
741,12.0767,8.0,203.765,205.408,49.4827,61.144,11.7033,13.948,0.65,0.0,0.0,0.0,10.94,3.0,11.85
742,12.0767,8.0,203.691,205.355,48.8187,60.8773,11.6867,13.7853,0.65,0.0,0.0,0.0,10.836,3.0,11.838
743,12.0567,8.0,203.84,205.248,48.056,60.7467,11.6053,13.6227,0.826,0.0,0.0,0.0,10.668,3.0,11.825999999999999
744,12.0353,8.0,204.064,206.005,47.7147,60.464,11.524,13.932,7.856,0.0,0.0,0.0,10.5867,3.0,11.8067
745,12.032,7.86667,204.864,206.56,47.3413,60.2373,11.622,13.7533,132.396,0.0,0.0,0.0,10.5767,3.0,11.7733
746,12.024,7.0,205.557,207.253,49.064,61.0587,11.768,13.5907,471.253,0.0,0.0,0.0,10.5313,3.0,11.7633
747,12.0,7.0,205.205,207.52,48.5547,61.1493,11.2633,19.5293,611.84,0.0,616.448,265.216,10.4533,3.0,11.7367
748,11.9767,7.0,205.92,207.808,47.9307,60.88,14.5493,23.584,611.968,831.488,1727.49,1569.79,10.3227,3.0,11.7267
749,11.97,6.8,205.92,208.608,49.0827,61.0213,20.726,23.504,612.309,1842.18,1856.51,2014.21,10.2433,3.0,11.6847
750,11.954,6.06667,206.592,209.76,48.744,61.1013,19.524,23.4213,612.352,1763.33,1727.49,1691.65,10.2093,3.0,11.686
751,11.9333,6.0,207.616,210.56,49.7467,61.176,21.67,23.4053,612.395,2179.07,2566.14,2659.33,10.152,3.0,11.658
752,11.922,6.6,209.077,211.104,48.304,60.9493,21.3273,23.7973,612.437,2429.95,3211.26,2688.0,10.1493,3.0,11.6387
753,11.9247,6.8,209.781,211.883,49.48,61.096,21.5887,23.584,612.48,3526.66,4178.94,3820.54,10.136,3.0,11.6233
754,11.9087,7.0,210.592,211.979,48.9413,60.992,21.2293,23.144,612.48,5626.88,5433.34,5555.2,10.128,3.0,11.62
755,11.902,7.0,211.04,212.096,50.6693,61.2533,21.166,23.944,612.651,5605.38,6056.96,6487.04,10.1493,3.0,11.6233
756,11.922,7.0,212.0,212.053,50.576,61.168,21.3287,23.0627,612.864,5347.33,6408.19,6766.59,10.1567,3.0,11.6233
757,11.922,7.73333,211.883,211.755,50.3413,61.2213,24.0927,36.6427,614.08,8744.62,27065.3,24494.8,10.246,3.0,11.65
758,11.986,8.0,211.285,211.616,50.464,60.6747,40.406,96.5227,617.963,18397.2,62214.1,60619.4,10.4933,3.0,11.748
759,12.066,8.0,211.541,211.68,49.6133,59.1787,28.0173,56.816,618.261,10062.8,32341.3,32171.3,10.9173,3.0,11.89
760,12.146,8.53333,212.064,211.573,49.032,57.944,23.2487,49.6693,617.024,16153.3,23283.0,25968.6,11.268,3.0,12.0113
761,12.286,9.0,211.808,211.424,47.9573,57.488,27.136,53.0667,618.005,18583.6,26787.8,28966.9,11.6253,3.0,12.1273
762,12.4233,9.66667,212.128,211.424,47.2507,57.5733,34.6853,70.7573,618.432,19287.4,28013.9,33723.7,11.9887,3.0,12.2493
763,12.5867,11.1333,212.203,210.976,47.0213,57.3867,45.4947,87.0933,619.968,19810.3,36453.0,50475.0,12.3453,3.0,12.446
764,12.79,12.0,212.48,211.147,46.7573,56.824,60.1013,113.752,620.48,14513.2,34712.2,66054.8,12.732,3.0,12.6727
765,13.0267,12.5333,211.957,210.987,46.4907,56.1547,91.9053,121.019,621.675,14284.8,31023.8,80871.4,13.098,3.0,12.9413
766,13.314,13.0,212.384,211.339,46.2853,55.7653,100.944,140.064,622.357,13709.3,27904.7,92353.9,13.5493,3.0,13.2507
767,13.6167,13.0,212.032,210.891,46.52,55.712,99.9627,135.883,622.272,13903.9,22730.8,86152.5,14.066,3.0,13.5507
768,13.918,13.0,212.192,218.571,46.6133,55.9387,94.0573,125.771,622.144,14320.6,20094.0,81258.5,14.5387,3.0,13.9167
769,14.2473,13.0,214.272,272.576,47.888,55.9227,105.139,162.965,621.845,15988.7,13796.4,92310.2,14.9273,3.0,15.1893
770,14.528,13.0,216.736,246.091,46.8187,53.2827,86.0987,130.235,621.12,19476.1,10148.2,85400.9,15.2093,3.0,15.706
771,14.7947,13.0,220.011,318.592,46.1573,56.1227,83.8267,138.763,621.248,25777.5,10837.0,95180.1,15.542,3.0,15.814
772,15.0667,13.7333,224.235,463.317,46.0027,57.8453,81.8027,125.083,620.864,27796.8,9081.86,95163.7,15.8073,3.0,16.3827
773,15.3207,14.0,229.92,382.976,45.7547,56.168,81.9813,124.544,619.925,36798.5,8279.04,93601.8,16.0647,3.0,16.4167
774,15.5487,14.0,235.52,322.549,45.6507,56.2027,81.8213,112.091,619.627,48696.0,8121.34,89735.2,16.3113,3.0,16.4647
775,15.7993,14.0,237.632,282.4,45.7787,56.024,81.584,113.232,619.328,61497.3,8314.88,85243.2,16.566,3.0,16.5753
776,16.0227,14.0,238.581,263.445,45.6747,56.0,81.7413,113.093,619.2,72439.1,8429.57,80713.0,16.8107,3.0,16.698
777,16.2587,13.8667,237.685,242.411,46.016,55.9893,67.3973,93.088,619.115,80633.9,8572.93,76111.9,17.122,3.0,16.7973
778,16.4933,13.0,235.968,231.2,46.8693,56.144,49.552,80.6667,618.816,84742.1,8580.1,69909.2,17.4013,3.0,16.916
779,16.7307,13.0,233.877,229.696,48.1147,56.1893,55.472,83.44,618.987,93503.5,9569.28,69528.2,17.5967,3.0,16.97
780,16.912,13.0,231.787,221.813,48.8827,56.272,51.6667,62.072,619.499,94978.0,10106.9,64536.6,17.7133,3.0,17.0593
781,17.086,13.0,226.656,225.696,52.0507,56.4693,44.1253,52.744,618.731,93225.0,9533.44,52407.0,17.792,3.0,17.11
782,17.2727,13.7333,227.968,277.92,53.1413,56.9173,41.516,43.28,618.347,91761.3,9354.24,45681.3,17.7367,3.0,17.352
783,17.4527,14.0,237.824,305.408,55.728,57.448,37.1893,35.0613,618.219,85927.3,8694.78,36102.8,17.6733,3.0,17.6113
784,17.5873,13.2667,245.216,302.368,55.848,57.6347,31.2893,25.3413,617.877,92225.5,8250.37,28599.6,17.586,3.0,17.7367
785,17.6767,13.2,240.48,266.763,56.712,58.032,27.2693,28.64,617.664,86048.8,7576.58,21907.1,17.416,3.0,17.7447
786,17.604,13.0,222.891,228.789,58.5307,58.9413,20.9847,23.9093,617.195,74290.5,6651.9,14806.4,17.184,3.0,17.5073
787,17.5533,13.3333,215.424,219.253,58.7227,59.3067,21.0673,22.5867,616.853,59438.8,5526.53,10213.0,16.9753,3.0,17.3927
788,17.4967,14.0,213.163,215.264,58.6453,59.248,21.1653,23.5213,616.128,51586.4,5218.3,8249.0,16.728,3.0,17.28
789,17.442,14.0,211.691,213.525,58.7307,59.3067,21.084,23.3227,615.829,42681.3,4401.15,6300.67,16.518,3.0,17.2067
790,17.3613,14.0,212.821,214.165,58.2373,59.072,21.2467,23.6027,614.528,3892.22,1419.26,1842.18,16.3367,3.0,17.1067
791,17.2713,14.0,212.747,213.643,58.592,59.4667,21.1487,23.9093,613.845,3060.74,1175.55,1404.93,16.1513,3.0,17.0067
792,17.1667,14.0,211.797,212.907,58.712,59.688,21.3273,22.9813,613.76,1784.83,0.0,1146.88,15.9613,3.0,16.8973
793,17.0987,14.0,209.493,210.805,58.6907,59.808,12.8247,23.44,613.76,344.064,0.0,0.0,15.796,3.0,16.7653
794,17.0,13.0667,210.24,210.784,58.872,60.128,11.6053,14.828,610.56,0.0,0.0,0.0,15.6313,3.0,16.6873
795,16.9347,13.0,211.691,209.76,58.9973,60.5067,11.7033,13.3467,237.661,0.0,0.0,0.0,15.4573,3.0,16.5627
796,16.86,13.0,211.435,211.317,58.6133,60.96,11.6053,13.3467,17.9573,0.0,0.0,0.0,15.3333,3.0,16.4667
797,16.778,13.0,212.789,213.173,59.2213,61.4053,11.524,13.3467,1.31,0.0,0.0,0.0,15.1667,3.0,16.4027
798,16.67,13.0,213.195,213.621,60.28,61.9547,11.622,13.9973,0.65,0.0,0.0,0.0,15.0233,3.0,16.304000000000002
799,16.5313,13.0,213.963,215.616,60.9573,62.376,11.6867,13.2653,0.65,0.0,0.0,0.0,14.878,3.0,16.1887
800,16.4187,13.0,214.965,215.957,60.952,62.4933,11.6053,13.1027,0.65,0.0,0.0,0.0,14.748,3.0,16.072
801,16.2967,13.0,215.157,215.936,60.6987,62.5947,11.6053,13.916,0.65,0.0,0.0,0.0,14.604,3.0,15.964
802,16.2027,12.8667,214.603,216.48,59.9173,62.3413,11.524,14.5,0.65,0.0,0.0,0.0,14.462,3.0,15.8567
803,16.0707,12.0,216.576,216.704,59.808,62.48,11.7033,13.3293,0.65,0.0,0.0,0.0,14.2833,3.0,15.725999999999999
804,15.904,11.4667,216.203,218.603,59.9333,62.5627,11.7033,12.7767,0.65,0.0,0.0,0.0,14.0853,3.0,15.5813
805,15.7933,10.4667,216.171,216.107,59.1147,61.9573,11.524,13.428,0.65,0.0,0.0,0.0,13.92,3.0,15.4713
806,15.68,10.0,215.488,215.467,59.7093,62.1573,11.524,13.428,0.65,0.0,0.0,0.0,13.792,3.0,15.344000000000001
807,15.572,10.0,215.093,217.195,60.1227,62.528,11.6053,13.3467,0.65,0.0,0.0,0.0,13.6633,3.0,15.2293
808,15.4493,10.0,215.915,216.608,59.8587,62.3627,11.7847,13.3467,0.65,0.0,0.0,0.0,13.5367,3.0,15.1033
809,15.3173,10.0,214.827,216.683,57.9893,60.8107,11.5407,13.948,0.65,0.0,0.0,0.0,13.368,3.0,15.0027
810,15.1853,10.0,213.045,213.696,55.336,58.208,11.6867,12.4353,0.65,0.0,0.0,0.0,13.152,3.0,14.876
811,15.016,9.86667,212.064,212.128,54.496,56.7547,11.7847,13.7533,0.65,0.0,0.0,0.0,12.9273,3.0,14.7
812,14.83,9.33333,212.384,212.683,54.3093,56.3173,11.524,13.7693,0.65,0.0,0.0,0.0,12.696,3.0,14.5573
813,14.7013,9.0,211.819,212.149,53.712,56.1093,11.524,13.0213,0.65,0.0,0.0,0.0,12.4913,3.0,14.4067
814,14.56,9.0,211.659,212.629,53.1627,56.0347,11.5407,14.1267,0.65,0.0,0.0,0.0,12.3153,3.0,14.2767
815,14.4327,8.66667,210.176,211.445,52.1947,55.2987,11.524,11.9307,0.65,0.0,0.0,0.0,12.1487,3.0,14.1207
816,14.3,8.0,209.664,210.315,51.8667,54.6347,11.5073,13.5093,0.65,0.0,0.0,0.0,12.0067,3.0,13.985999999999999
817,14.1747,8.0,208.864,209.344,51.208,54.5787,11.622,13.4593,0.65,0.0,0.0,0.0,11.8573,3.06667,13.876
818,14.088,8.0,207.392,209.141,50.8853,54.68,11.4427,13.3467,0.65,0.0,0.0,0.0,11.7293,4.0,13.75
819,13.968,8.0,207.115,208.896,50.648,54.5627,11.6053,13.948,0.65,0.0,0.0,0.0,11.6067,4.0,13.6513
820,13.8427,7.06667,206.357,207.947,50.4907,54.3307,11.6053,13.768,0.65,0.0,0.0,0.0,11.516,4.0,13.5307
821,13.7387,7.0,206.667,208.384,50.3467,54.5147,11.524,13.428,0.65,0.0,0.0,0.0,11.4167,4.0,13.4267
822,13.6367,7.0,206.72,207.52,50.304,53.8267,11.8827,13.2813,0.65,0.0,0.0,0.0,11.3233,4.0,13.3333
823,13.5313,7.13333,205.835,207.04,50.272,54.1867,11.426,12.94,0.65,0.0,0.0,0.0,11.252,4.0,13.255999999999998
824,13.41,7.86667,206.005,208.011,50.1707,53.864,11.6053,14.0453,0.65,0.0,0.0,0.0,11.138,4.0,13.14
825,13.3213,7.8,205.813,207.243,50.056,54.16,11.524,13.0047,0.65,0.0,0.0,0.0,11.0227,4.0,13.0473
826,13.2293,7.0,205.365,207.051,50.016,54.0347,11.524,13.428,0.65,0.0,0.0,0.0,10.9367,4.0,12.93
827,13.0987,7.0,205.216,207.616,50.0667,55.1867,11.6053,14.4993,0.65,0.0,0.0,0.0,10.8247,4.0,12.8367
828,12.9807,7.0,205.493,207.264,50.0933,55.3387,11.524,13.1027,0.65,0.0,0.0,0.0,10.714,4.0,12.708
829,12.8913,7.0,205.067,206.869,50.064,55.7333,11.4427,14.3213,0.65,0.0,0.0,0.0,10.6267,4.0,12.61
830,12.7967,7.0,205.621,207.072,50.0907,55.6213,11.6867,13.3467,0.65,0.0,0.0,0.0,10.548,4.0,12.5013
831,12.6987,7.0,205.269,206.933,50.056,54.96,11.524,13.3787,0.65,0.0,0.0,0.0,10.4533,4.0,12.3887
832,12.5933,7.0,205.184,206.624,50.0747,54.9973,11.328,13.3627,0.65,0.0,0.0,0.0,10.3627,4.0,12.2867
833,12.4707,7.0,204.736,207.776,50.1147,54.7093,11.524,13.3467,0.65,0.0,0.0,0.0,10.2433,4.0,12.1647
834,12.346,5.66667,205.323,208.235,50.288,54.1973,11.524,13.6227,0.65,0.0,0.0,0.0,10.1113,4.0,12.0613
835,12.226,5.0,205.387,207.232,50.3147,54.3093,11.5073,14.0947,0.65,0.0,0.0,0.0,10.0053,4.0,11.9567
836,12.1113,5.0,204.853,207.648,50.2533,54.84,11.6053,13.428,0.65,0.0,0.0,0.0,9.9,4.0,11.862
837,12.0313,5.0,205.707,207.264,50.44,54.3813,11.3613,13.1833,0.65,0.0,0.0,0.0,9.82,4.0,11.74
838,11.9387,5.0,204.875,207.104,50.272,55.152,11.6053,13.948,0.65,0.0,0.0,0.0,9.72267,4.0,11.6453
839,11.8413,5.0,205.067,208.139,50.3787,54.808,11.622,12.956,1.178,0.0,0.0,0.0,9.626,4.0,11.5453
840,11.7133,5.0,205.899,208.171,50.3467,55.0053,11.5073,14.0133,21.952,0.0,0.0,0.0,9.49333,4.0,11.42
841,11.5907,5.0,205.717,207.712,50.3627,55.392,11.4427,13.2653,325.707,0.0,0.0,0.0,9.38667,4.0,11.32
842,11.5253,5.0,205.696,208.16,50.424,55.048,11.6867,17.2207,611.2,0.0,845.824,143.36,9.30667,4.0,11.2247
843,11.4367,5.0,206.197,208.277,50.312,54.96,18.6613,23.4853,611.712,3956.74,19908.6,4544.51,9.24267,4.0,11.144
844,11.3867,5.0,206.048,208.085,50.5253,54.8053,21.148,23.4213,613.803,8314.88,50473.6,12907.2,9.22333,4.0,11.0893
845,11.352,5.33333,206.133,208.085,50.04,55.7973,21.3107,23.2427,615.445,10163.9,60153.9,20272.5,9.27333,4.0,11.075999999999999
846,11.3553,6.0,206.091,208.192,49.8773,55.8987,21.2467,23.5853,616.555,11401.9,66505.4,28532.7,9.37667,4.0,11.0787
847,11.39,6.13333,206.325,208.448,49.7867,55.816,21.1473,24.5587,617.408,12419.1,71434.2,37079.7,9.53,4.0,11.1067
848,11.4333,7.0,206.965,208.064,49.6693,55.8907,21.23,36.1053,618.048,13444.4,75270.8,45305.9,9.74333,4.0,11.1513
849,11.536,7.0,206.219,207.872,49.664,55.5867,21.4093,46.792,618.773,14627.5,77466.3,53054.1,9.99467,4.0,11.2247
850,11.6187,7.73333,206.485,207.136,49.6533,55.2133,29.8893,55.4453,619.2,15358.0,78637.7,60263.1,10.314,4.0,11.3453
851,11.784,8.0,206.272,206.709,49.5813,54.6853,33.3067,83.5307,619.712,16104.1,79691.8,66898.6,10.6873,4.0,11.5087
852,11.986,9.46667,206.485,206.784,49.464,54.1387,41.5787,103.397,620.096,17401.2,79861.1,73067.2,11.106,4.0,11.7213
853,12.2573,10.0,207.232,208.277,49.3947,53.5867,44.16,113.264,620.48,17063.9,82001.9,78929.9,11.4973,4.0,11.9413
854,12.492,10.0,207.851,208.384,49.352,53.2213,51.816,113.147,620.608,15546.4,81881.8,83886.1,11.9467,4.0,12.1713
855,12.7267,11.0667,207.712,208.224,49.2453,53.024,51.7387,131.819,621.419,14168.1,78749.7,88435.4,12.466,4.0,12.4453
856,12.9873,12.0,208.181,208.693,49.0293,52.7973,51.9973,143.019,621.845,12957.7,74926.8,93148.5,12.974,4.0,12.7287
857,13.272,12.4,208.245,208.587,48.88,52.5387,77.5627,142.763,623.125,12060.7,68750.0,95436.8,13.498,4.0,13.046
858,13.5747,15.0,208.459,208.949,48.784,52.1733,81.7413,143.28,623.595,10914.5,59471.2,95436.8,14.0307,4.0,13.37
859,13.9113,15.0,208.587,208.32,48.632,51.8347,81.904,142.256,623.509,10121.2,47777.1,95447.7,14.542,4.0,13.735999999999999
860,14.224,15.0,208.469,208.683,48.408,51.632,81.7627,142.928,623.68,9540.61,34930.7,95475.0,15.0487,4.0,14.0913
861,14.556,15.3333,208.779,208.448,48.1413,51.4133,81.7253,142.779,623.979,9010.18,24479.1,95518.7,15.4927,4.0,14.44
862,14.8713,16.0,208.757,208.853,47.9093,50.872,82.0027,142.848,624.235,8537.09,18253.1,95518.7,15.9693,4.0,14.7947
863,15.2013,16.0,209.365,208.843,47.944,51.2533,81.5627,143.2,623.467,8343.55,14979.1,95475.0,16.3547,4.0,15.1373
864,15.4987,16.0,210.421,209.088,48.1013,51.4453,82.024,142.96,622.144,8709.12,12757.0,95354.9,16.5893,4.0,15.462
865,15.824,16.3333,211.541,210.08,48.096,51.3573,83.2107,142.448,621.76,10263.2,10471.1,95234.7,16.8667,4.0,15.7833
866,16.1253,17.0,212.619,212.267,48.1547,51.5307,81.504,142.768,621.76,13344.1,9425.92,95191.0,17.124,4.0,16.054000000000002
867,16.514,17.0,227.52,276.853,47.7147,50.5013,81.6427,142.597,621.632,18311.9,9562.11,95191.0,17.686,4.0,16.412
868,16.8833,17.1333,249.227,289.696,47.2613,50.2027,81.8427,139.301,621.248,25724.2,8938.5,95207.4,17.7473,4.0,16.7027
869,17.1273,18.0,237.291,287.68,47.1547,50.4533,81.664,113.141,620.437,36110.3,8386.56,93055.7,17.9833,4.0,16.9967
870,17.3587,18.0,229.803,242.944,46.776,50.0107,81.6827,113.579,620.48,48231.8,8279.04,89079.8,18.2267,4.0,17.1533
871,17.532,18.0,222.763,223.232,47.016,50.4133,81.5013,113.248,620.139,61472.8,8429.57,84757.2,18.4747,4.0,17.3093
872,17.7387,17.4667,217.099,216.203,45.5147,49.192,81.424,107.067,619.84,72182.4,8508.42,80420.9,18.7253,4.0,17.4413
873,17.9513,16.6667,214.539,213.045,45.472,49.9227,73.4027,83.264,619.499,80085.0,8494.08,75328.2,18.9593,4.0,17.5967
874,18.118,16.0,214.336,211.584,46.3253,50.5467,51.8187,83.4453,619.2,87463.3,8572.93,69577.4,19.1147,4.0,17.7107
875,18.2747,16.0,212.309,210.571,45.968,50.4107,51.3093,67.024,619.243,90385.1,8680.45,63354.2,19.3,4.0,17.8047
876,18.4247,16.0,212.139,209.952,45.272,50.1867,51.3387,53.184,619.115,91701.2,8823.81,56647.7,19.444,4.0,17.9047
877,18.5727,16.0,210.581,209.952,43.7413,49.6267,41.516,46.9733,618.987,91876.0,8694.78,49375.9,19.4587,4.0,17.98
878,18.668,16.0,211.328,239.371,43.7093,49.7893,41.276,43.0373,618.603,89030.7,8193.02,41563.5,19.4053,4.0,18.0693
879,18.7747,16.0,214.4,270.347,43.2933,49.5413,35.9227,38.5467,618.219,88484.5,7655.42,33475.2,19.2973,4.0,18.1167
880,18.8367,16.0,216.096,234.997,41.7653,47.1067,27.2047,27.7627,617.92,90101.1,7361.54,26148.9,19.144,4.0,18.1433
881,18.8973,16.0,232.096,305.237,41.8013,47.8053,20.9853,23.44,617.877,87930.2,7139.33,19993.9,19.3073,4.0,18.2793
882,18.924,16.0,241.344,332.981,43.632,47.912,21.1827,23.78,617.451,87689.9,6995.97,15587.3,19.034,4.0,18.32
883,18.9353,16.0,239.307,286.517,46.3947,49.6,21.3447,22.4707,617.28,81442.1,6845.44,12505.1,18.6013,4.0,18.2767
884,18.9233,16.0,235.659,263.424,46.7653,49.7493,20.904,21.228,616.64,74582.7,6601.73,10156.4,18.2233,4.0,18.2467
885,18.9033,15.2667,230.592,249.131,45.688,49.7867,21.2473,21.4893,616.512,68845.6,6207.49,8601.6,17.8393,4.0,18.208
886,18.83,15.0,224.704,236.992,45.4773,49.1253,21.066,21.8493,616.0,61475.5,5440.51,7390.21,17.5413,4.0,18.1467
887,18.782,15.0,222.581,230.059,46.584,49.344,20.986,22.4067,615.552,19902.5,3204.1,3627.01,17.38,4.0,18.1033
888,18.7113,15.0,220.0,224.565,47.5733,50.3173,21.0193,21.3093,614.272,2351.1,1913.86,1705.98,17.2087,4.0,18.07
889,18.658,15.0,216.928,220.768,48.4133,50.672,15.8313,21.8667,613.803,1662.98,1068.03,939.008,17.0447,4.0,18.0047
890,18.59,15.0,215.723,218.016,49.136,51.224,11.6053,17.3027,613.76,293.888,0.0,0.0,16.8767,4.0,17.93
891,18.5233,14.6667,214.965,215.669,49.8427,51.8133,11.6867,13.5413,309.501,0.0,0.0,0.0,16.688,4.0,17.864
892,18.438,14.0,213.323,215.851,50.488,52.2213,11.622,13.98,14.0473,0.0,0.0,0.0,16.4927,4.0,17.7987
893,18.3633,14.0,213.419,215.125,51.1067,52.6827,11.524,13.7853,1.002,0.0,0.0,0.0,16.28,4.0,17.7333
894,18.2787,14.0,214.059,214.432,51.5627,52.9947,11.866,13.428,0.65,0.0,0.0,0.0,16.1027,4.0,17.6333
895,18.19,14.0,213.333,214.443,51.8613,53.2107,11.28,13.2653,0.65,0.0,0.0,0.0,15.95,4.0,17.5767
896,18.1127,13.4667,213.323,214.432,52.0667,53.456,11.7033,12.8587,0.694,0.0,0.0,0.0,15.7533,4.0,17.508
897,18.0147,13.0,213.728,214.4,52.1147,53.7013,11.524,12.8907,0.65,0.0,0.0,0.0,15.58,4.0,17.43
898,17.9193,13.0,213.611,215.147,51.76,53.7493,11.524,13.672,0.65,0.0,0.0,0.0,15.3973,4.0,17.3593
899,17.8267,13.0,214.496,217.312,51.5253,53.6533,11.6867,13.184,0.65,0.0,0.0,0.0,15.2293,4.0,17.24
900,17.7527,13.0,215.072,220.192,51.1467,53.5067,11.622,13.184,0.65,0.0,0.0,0.0,15.0167,4.0,17.1727
901,17.65,12.8667,215.915,221.152,50.8373,53.3067,11.4427,12.1913,0.65,0.0,0.0,0.0,14.8367,4.0,17.0833
902,17.54,12.2,215.36,220.608,50.4373,53.1227,11.7847,13.9633,0.65,0.0,0.0,0.0,14.6527,4.0,16.9953
903,17.4687,12.0,215.605,218.56,50.1707,52.9573,11.3447,14.192,0.65,0.0,0.0,0.0,14.4827,4.0,16.916
904,17.3727,11.0667,215.787,218.219,49.8213,52.8053,11.7847,13.232,0.65,0.0,0.0,0.0,14.312,4.0,16.8107
905,17.272,11.0,215.68,217.792,49.4373,52.688,11.6053,11.9473,0.65,0.0,0.0,0.0,14.1233,4.0,16.7087
906,17.16,11.0,216.341,217.099,49.224,52.5093,11.6867,12.598,0.65,0.0,0.0,0.0,13.942,4.0,16.61
907,17.0427,10.4667,216.907,217.451,49.296,52.3253,11.524,14.8413,0.65,0.0,0.0,0.0,13.7627,4.0,16.4973
908,16.9413,10.0,215.872,217.653,49.3867,52.3413,11.866,13.5907,0.65,0.0,0.0,0.0,13.618,4.0,16.3847
909,16.8607,9.86667,216.267,216.789,49.6693,52.3627,11.67,13.5907,0.65,0.0,0.0,0.0,13.476,4.0,16.2967
910,16.77,9.0,216.523,218.379,49.912,52.4373,11.866,13.7693,0.65,0.0,0.0,0.0,13.34,4.0,16.1993
911,16.666,9.0,215.563,217.845,50.032,52.552,11.5407,13.428,0.65,0.0,0.0,0.0,13.2133,4.0,16.1033
912,16.556,9.0,215.552,216.981,50.112,52.6773,11.6053,13.688,0.65,0.0,0.0,0.0,13.0907,4.0,16.0087
913,16.4493,9.0,215.477,217.461,49.9467,52.7467,11.4427,14.0453,0.65,0.0,0.0,0.0,12.9607,4.06667,15.9047
914,16.3387,9.0,215.499,217.664,49.8187,52.8133,11.6053,14.3213,0.65,0.0,0.0,0.0,12.8107,5.0,15.8173
915,16.2393,8.66667,215.125,216.331,50.048,52.8933,11.6867,14.76,0.65,0.0,0.0,0.0,12.69,5.0,15.714
916,16.1327,8.2,215.157,215.957,49.8133,52.8587,11.622,15.2307,0.65,0.0,0.0,0.0,12.5407,5.0,15.6087
917,16.028,8.0,214.955,215.136,49.4587,52.816,11.6867,12.1913,0.65,0.0,0.0,0.0,12.3867,5.0,15.5033
918,15.9193,8.0,213.941,213.323,49.3707,52.7573,11.6867,13.184,0.65,0.0,0.0,0.0,12.2447,5.0,15.4067
919,15.8133,8.0,213.387,214.347,49.704,52.7253,11.524,13.428,0.65,0.0,0.0,0.0,12.1133,5.0,15.2833
920,15.7193,8.0,213.237,214.293,49.472,52.7307,11.6053,13.428,0.65,0.0,0.0,0.0,11.9807,5.0,15.1773
921,15.61,8.0,212.192,213.664,49.4373,52.688,11.6053,13.2653,0.65,0.0,0.0,0.0,11.8607,5.0,15.0713
922,15.5127,8.0,211.189,213.557,49.2853,52.6773,11.524,13.2653,0.65,0.0,0.0,0.0,11.718,5.0,14.9933
923,15.4147,7.66667,212.075,213.269,49.3333,52.68,11.524,13.8013,0.65,0.0,0.0,0.0,11.59,5.0,14.9233
924,15.318,7.0,210.827,212.107,49.2267,52.64,11.7033,12.8093,0.65,0.0,0.0,0.0,11.4713,5.0,14.8233
925,15.218,7.0,210.112,211.808,49.2133,52.576,11.6053,13.428,0.65,0.0,0.0,0.0,11.3627,5.0,14.7227
926,15.1233,7.0,210.528,212.405,49.3093,52.6373,11.6867,13.5093,0.65,0.0,0.0,0.0,11.2193,5.0,14.6273
927,15.0247,7.0,210.571,212.288,49.3067,52.672,11.426,14.6627,0.65,0.0,0.0,0.0,11.106,5.0,14.5613
928,14.9093,7.0,210.165,211.051,49.0507,52.6507,11.524,12.874,0.65,0.0,0.0,0.0,11.016,5.0,14.4613
929,14.8033,6.53333,210.741,210.624,48.5387,52.4773,11.7033,13.5093,0.65,0.0,0.0,0.0,10.9633,5.0,14.3693
930,14.7087,6.0,209.632,210.251,48.6507,52.432,11.6867,13.3467,0.65,0.0,0.0,0.0,10.886,5.0,14.2567
931,14.6333,6.0,209.504,210.08,49.0533,52.5013,11.6053,13.2973,0.65,0.0,0.0,0.0,10.8067,5.0,14.1593
